cppex,patch_cpp,y
"```cpp
std::map<int, std::vector<Report>>& getMetadataErrors() {
    return metadataErrors;
}

void addMetadataError(int metadataId, const std::string& metadataUUID, bool draft, bool approved, const std::exception& error) {
    std::lock_guard<std::mutex> lock(metadataErrorsMutex);
    Report errorReport = ErrorReport(error);
    errorReport.setUuid(metadataUUID);
    errorReport.setDraft(draft);
    errorReport.setApproved(approved);
    auto it = metadataErrors.find(metadataId);
    if (it == metadataErrors.end()) {
        std::vector<Report> errors;
        errors.push_back(errorReport);
        metadataErrors[metadataId] = errors;
    } else {
        it->second.push_back(errorReport);
    }
}

void addMetadataError(AbstractMetadata& metadata, const std::exception& error) {
    addMetadataError(metadata.getId(), metadata.getUuid(), isMetadataDraft(metadata.getId()), isMetadataApproved(metadata.getId()), error);
}

void addMetadataError(int metadataId, const std::string& metadataUUID, bool draft, bool approved, const std::string& error) {
    std::lock_guard<std::mutex> lock(metadataErrorsMutex);
    Report errorReport = ErrorReport(error);
    errorReport.setUuid(metadataUUID);
    errorReport.setDraft(draft);
    errorReport.setApproved(approved);
    auto it = metadataErrors.find(metadataId);
    if (it == metadataErrors.end()) {
        std::vector<Report> errors;
        errors.push_back(errorReport);
        metadataErrors[metadataId] = errors;
    } else {
        it->second.push_back(errorReport);
    }
}

void addMetadataError(AbstractMetadata& metadata, const std::string& error) {
    addMetadataError(metadata.getId(), metadata.getUuid(), isMetadataDraft(metadata.getId()), isMetadataApproved(metadata.getId()), error);
}

std::map<int, std::vector<InfoReport>>& getMetadataInfos() {
    return metadataInfos;
}

void addMetadataInfos(int metadataId, const std::string& metadataUUID, bool draft, bool approved, const std::string& message) {
    InfoReport infoReport(message);
    infoReport.setUuid(metadataUUID);
    infoReport.setDraft(draft);
    infoReport.setApproved(approved);
    auto it = metadataInfos.find(metadataId);
    if (it == metadataInfos.end()) {
        std::vector<InfoReport> infos;
        infos.push","#include <map>
#include <vector>
#include <memory>
#include <string>
#include <stdexcept>

class Exception {
public:
    Exception(const std::string& msg) : message(msg) {}
    std::string message;
};

class Report {
public:
    virtual ~Report() = default;
    void setUuid(const std::string& uuid_) { uuid = uuid_; }
    void setDraft(bool d) { draft = d; }
    void setApproved(bool a) { approved = a; }
protected:
    std::string uuid;
    bool draft = false;
    bool approved = false;
};

class ErrorReport : public Report {
public:
    ErrorReport(const Exception& e) : error(e.message) {}
    ErrorReport(const std::string& e) : error(e) {}
private:
    std::string error;
};

class InfoReport {
public:
    InfoReport(const std::string& msg) : message(msg) {}
    void setUuid(const std::string& uuid_) { uuid = uuid_; }
    void setDraft(bool d) { draft = d; }
    void setApproved(bool a) { approved = a; }
private:
    std::string message;
    std::string uuid;
    bool draft = false;
    bool approved = false;
};

class AbstractMetadata {
public:
    int getId() const;
    std::string getUuid() const;
};

class IMetadataUtils {
public:
    virtual bool isMetadataDraft(int metadataId) = 0;
    virtual bool isMetadataApproved(int metadataId) = 0;
    virtual ~IMetadataUtils() = default;
};

class ApplicationContextHolder {
public:
    static ApplicationContextHolder& get() {
        static ApplicationContextHolder instance;
        return instance;
    }
    IMetadataUtils* getBean() { return metadataUtils; }
    void setMetadataUtils(IMetadataUtils* utils) { metadataUtils = utils; }
private:
    IMetadataUtils* metadataUtils = nullptr;
};

class MetadataProcessingReport /*: public ProcessingReport*/ {
public:
    const std::map<int, std::vector<std::unique_ptr<Report>>>& getMetadataErrors() const {
        return metadataErrors;
    }

    void addMetadataError(int metadataId, const std::string& metadataUUID, bool draft, bool approved, const Exception& error) {
        auto errorReport = std::make_unique<ErrorReport>(error);
        errorReport->setUuid(metadataUUID);
        errorReport->setDraft(draft);",1
"result = DecodeableRpcResult(channel, res, is,
    static_cast<Invocation*>(getRequestData(id)), proto);
result.decode();
std::cout << std::this_thread::get_id() << std::endl;
} else {
    result = DecodeableRpcResult(channel, res,
        UnsafeByteArrayInputStream(readMessageData(is)));","```cpp
result = DecodeableRpcResult(channel, res, is,
    static_cast<Invocation*>(getRequestData(id)), proto);
result.decode();
std::cout << std::this_thread::get_id() << std::endl;
```",1
"void setContext(const std::string& context)
{
    std::string lower = context;
    std::transform(lower.begin(), lower.end(), lower.begin(), ::tolower);
}","std::string getContext() const
{
    return context_;
}

void setContext(const std::string& context)
{
    std::string lower = context;
    std::transform(lower.begin(), lower.end(), lower.begin(), ::tolower);
}",0
"IdentifierTreeImpl* classToken = new IdentifierTreeImpl(InternalSyntaxToken::create(classTokenAstNode));

return new MemberSelectExpressionTreeImpl(voidType, dotSyntaxToken, classToken);
}

PrimitiveTypeTreeImpl* newBasicType(std::optional<std::vector<AnnotationTreeImpl*>> annotations, AstNode* basicType) {","IdentifierTreeImpl classToken = IdentifierTreeImpl(InternalSyntaxToken::create(classTokenAstNode));

return MemberSelectExpressionTreeImpl(voidType, dotSyntaxToken, classToken);",0
"std::map<std::string, std::string> getStartupErrors() {
    checkCleared(""startup errors not available"");
    return _startupErrors;
}","std::map<std::string, std::string> getStartupErrors() {
    checkCleared(""startup errors not available"");
    return _startupErrors;
}",0
"return sched.getCard();
}

TaskData doInBackgroundLoadDeckCounts(TaskData* params) {
    std::cout << ""doInBackgroundLoadDeckCounts"" << std::endl;
    Collection* col = CollectionHelper::getInstance()->getCol(mContext);
    try {
        std::vector<std::any> o = { col->getSched()->deckDueTree() };
        return TaskData(o);
    } catch (...) {
        // Handle exception as appropriate
    }
}","TaskData doInBackgroundLoadDeckCounts(TaskData* params) {
    qDebug() << ""doInBackgroundLoadDeckCounts"";
    Collection* col = CollectionHelper::getInstance()->getCol(mContext);
    try {
        std::vector<QVariant> o = { QVariant::fromValue(col->getSched()->deckDueTree()) };
        return TaskData(o);
    } catch (...) {
        // handle exception if needed
    }
    return TaskData();
}",0
"layout.addView(mImageFileSize, ViewGroup::LayoutParams::MATCH_PARENT);
layout.addView(mImageFileSizeWarning, ViewGroup::LayoutParams::MATCH_PARENT);
layout.addView(mBtnGallery, ViewGroup::LayoutParams::MATCH_PARENT);

if (android::os::Build::VERSION::SDK_INT >= android::os::Build::VERSION_CODES::N) {
    layout.addView(mBtnDraw, ViewGroup::LayoutParams::MATCH_PARENT);
}

if (CheckCameraPermission::manifestContainsPermission(context)) {
    layout.addView(mBtnCamera, ViewGroup::LayoutParams::MATCH_PARENT);
}

layout.addView(mCropButton, ViewGroup::LayoutParams::MATCH_PARENT);","layout.addView(mImageFileSize, ViewGroup::LayoutParams::MATCH_PARENT);
layout.addView(mImageFileSizeWarning, ViewGroup::LayoutParams::MATCH_PARENT);
layout.addView(mBtnGallery, ViewGroup::LayoutParams::MATCH_PARENT);

#if __ANDROID_API__ >= 24
layout.addView(mBtnDraw, ViewGroup::LayoutParams::MATCH_PARENT);
#endif

if (com::ichi2::utils::CheckCameraPermission::manifestContainsPermission(context)) {
    layout.addView(mBtnCamera, ViewGroup::LayoutParams::MATCH_PARENT);
}
layout.addView(mCropButton, ViewGroup::LayoutParams::MATCH_PARENT);",1
"ApplyUpdateCachedItems();
if (IsHandleCreated && !ListViewHandleDestroyed) {
    NativeMethods::LVFINDINFO info;
    info.lParam = static_cast<LPARAM>(item.ID);
    info.flags = NativeMethods::LVFI_PARAM;
}","ApplyUpdateCachedItems();
if (IsHandleCreated && !ListViewHandleDestroyed) {
    NativeMethods::LVFINDINFO info;
    info.lParam = static_cast<IntPtr>(item.ID);
    info.flags = NativeMethods::LVFI_PARAM;
}",1
"return valueOf(properties.getProperty(name), int(), defaultValue);
}

static std::vector<std::string> parseList(const std::string& str) {
    if (str.empty() || std::all_of(str.begin(), str.end(), isspace)) {
        return {};
    }","static std::vector<std::string> parseList(const std::string& str) {
    if (str.empty() || std::all_of(str.begin(), str.end(), ::isspace)) {
        return {};
    }
    // Implementation of parsing the string into a list goes here.
    // For now, return an empty vector (since only the stub was shown).
    return {};
}",0
"```
}
rootDiskSize = std::stoll(customParameters[""rootdisksize""]);

// only KVM, XenServer and VMware supports rootdisksize override
if (!(hypervisorType == HypervisorType::KVM || hypervisorType == HypervisorType::XenServer || hypervisorType == HypervisorType::VMware)) {
    throw InvalidParameterValueException(""Hypervisor "" + std::to_string(static_cast<int>(hypervisorType)) + "" does not support rootdisksize override"");
}

VMTemplateVO* templateVO = _templateDao->findById(template->getId());
if (templateVO == nullptr) {
    throw InvalidParameterValueException(""Unable to look up template by id "" + std::to_string(template->getId()));
}

validateRootDiskResize(hypervisorType, rootDiskSize, templateVO, vm, customParameters);
}

if (isDisplayVm != nullptr) {
```","```cpp
long rootDiskSize = std::stol(customParameters[""rootdisksize""]);

if (!(hypervisorType == HypervisorType::KVM || 
      hypervisorType == HypervisorType::XenServer || 
      hypervisorType == HypervisorType::VMware)) {
    throw InvalidParameterValueException(""Hypervisor "" + std::to_string(static_cast<int>(hypervisorType)) + "" does not support  rootdisksize override"");
}

VMTemplateVO* templateVO = _templateDao->findById(template->getId());
if (templateVO == nullptr) {
    throw InvalidParameterValueException(""Unable to look up template by id "" + std::to_string(template->getId()));
}

validateRootDiskResize(hypervisorType, rootDiskSize, templateVO, vm, customParameters);
```",1
"class RepositionField : public TaskDelegate<void, bool> {
private:
    Model& mModel;
    nlohmann::json mField;
    int mIndex;
public:
    RepositionField(Model& model, const nlohmann::json& field, int index)
        : mModel(model), mField(field), mIndex(index) {}
};","class RepositionField : public TaskDelegate<void, bool> {
private:
    Model& mModel;
    const nlohmann::json mField;
    const int mIndex;

public:
    RepositionField(Model& model, const nlohmann::json& field, int index)
        : mModel(model), mField(field), mIndex(index) {}
};",0
"assert(stackToAssert != nullptr);

assertStackElements(stackToAssert,
    isFlowStackElement(""subFlow"", ""subFlow/processors/0""),
    isFlowStackElement(""subFlowDynamic"", ""subFlowDynamic/processors/0"")
);","assertThat(stackToAssert, not_(nullValue()));

assertStackElements(stackToAssert,
                    isFlowStackElement(""subFlow"", ""subFlow/processors/0""),
                    isFlowStackElement(""subFlowDynamic"", ""subFlowDynamic/processors/0""));",0
"std::vector<FileStatus> listStatus(const Path& f, const PathFilter& filter) override {
    this->metricsRegistry.increment(MetricNames::listStatus.name());
    return fileSystem.listStatus(convertToDefaultPath(f), filter);
}

std::vector<FileStatus> listStatus(const std::vector<Path>& files) override {
    this->metricsRegistry.increment(MetricNames::listStatus.name());
    return fileSystem.listStatus(convertDefaults(files));
}

std::vector<FileStatus> listStatus(const std::vector<Path>& files, const PathFilter& filter) override {
    this->metricsRegistry.increment(MetricNames::listStatus.name());
    return fileSystem.listStatus(convertDefaults(files), filter);
}

std::vector<FileStatus> globStatus(const Path& pathPattern) override {
    this->metricsRegistry.increment(MetricNames::globStatus.name());
    return fileSystem.globStatus(convertToDefaultPath(pathPattern));
}

std::vector<FileStatus> globStatus(const Path& pathPattern, const PathFilter& filter) override {
    this->metricsRegistry.increment(MetricNames::globStatus.name());
    return fileSystem.globStatus(convertToDefaultPath(pathPattern), filter);
}","std::vector<FileStatus> listStatus(const Path& f, const PathFilter& filter) override {
    metricsRegistry.increment(MetricNames::listStatus);
    return fileSystem.listStatus(convertToDefaultPath(f), filter);
}

std::vector<FileStatus> listStatus(const std::vector<Path>& files) override {
    metricsRegistry.increment(MetricNames::listStatus);
    return fileSystem.listStatus(convertDefaults(files));
}

std::vector<FileStatus> listStatus(const std::vector<Path>& files, const PathFilter& filter) override {
    metricsRegistry.increment(MetricNames::listStatus);
    return fileSystem.listStatus(convertDefaults(files), filter);
}

std::vector<FileStatus> globStatus(const Path& pathPattern) override {
    metricsRegistry.increment(MetricNames::globStatus);
    return fileSystem.globStatus(convertToDefaultPath(pathPattern));
}

std::vector<FileStatus> globStatus(const Path& pathPattern, const PathFilter& filter) override {
    metricsRegistry.increment(MetricNames::globStatus);
    return fileSystem.globStatus(convertToDefaultPath(pathPattern), filter);
}",0
